Site,Latitude,Longitude,Depth,Date_Deploy,Date_Retrieve,Duration_Exposure,Cage_ID,Compartment,Species,Test_Diameter,Test_Height,Whole_Weight,Test_Weight,Gonad_Weight,Gut_WW,Gut_DW,Lantern_Weight,Gonad_Index,Gut_Index,Drained_Weight,Kelp_WW_Start,Kelp_WW_End,Consumption_Rate,resid,Mean_Logger_Temp,Mean_Nitrogen,month,year,Time,dayofyear,daylength
Fortescue Bay,-43.1399,147.9676,4,25/01/2022,31/01/2022,6,5,9,Centrostephanus rodgersii,75,36,178.78,134.57,12.92,14.7,1.51,12.89,7.226759145,8.222396241,175.08,7.45,2.15,0.821666667,0.569761269,17.80452769,1.024,1,2022,19.017,25,14.70470064
Fortescue Bay,-43.1399,147.9676,4,25/01/2022,31/01/2022,6,5,11,Centrostephanus rodgersii,81,42,161.75,121.83,21.15,5.72,0.81,9.68,13.07573416,3.536321484,158.38,5.73,4.52,0.14,-0.090307362,17.80452769,1.024,1,2022,19.017,25,14.70470064
Fortescue Bay,-43.1399,147.9676,4,25/01/2022,31/01/2022,6,6,2,Centrostephanus rodgersii,105,60,380.59,266.8,73.52,15.9,2.09,17.06,19.31737565,4.17772406,373.28,11.15,0.49,1.715,1.300076684,17.80452769,1.024,1,2022,19.017,25,14.70470064
Fortescue Bay,-43.1399,147.9676,4,25/01/2022,31/01/2022,6,6,4,Centrostephanus rodgersii,99,50,296.88,225.85,43.37,9.39,1.55,15.85,14.60859607,3.162894099,294.46,15.69,12,0.553333333,0.192002615,17.80452769,1.024,1,2022,19.017,25,14.70470064
Fortescue Bay,-43.1399,147.9676,4,25/01/2022,31/01/2022,6,6,9,Centrostephanus rodgersii,82,38,202.75,133.03,27.63,7.82,1.14,12.84,13.62762022,3.856966708,181.32,14.28,9.87,0.673333333,0.394282034,17.80452769,1.024,1,2022,19.017,25,14.70470064
Fortescue Bay,-43.1399,147.9676,4,25/01/2022,31/01/2022,6,6,10,Centrostephanus rodgersii,98,52,276.38,203.68,31.24,14.86,1.78,16.59,11.3032781,5.37665533,266.37,8,3.29,0.723333333,0.377440222,17.80452769,1.024,1,2022,19.017,25,14.70470064
Fortescue Bay,-43.1399,147.9676,4,25/01/2022,31/01/2022,6,6,11,Centrostephanus rodgersii,91,42,196.59,142,28.9,16.91,1.92,12.32,14.70064601,8.601658274,200.13,8.61,5.32,0.486666667,0.214272158,17.80452769,1.024,1,2022,19.017,25,14.70470064
Fortescue Bay,-43.1399,147.9676,4,25/01/2022,31/01/2022,6,6,12,Centrostephanus rodgersii,81,36,204.48,155.86,18.33,11.54,1.27,13.27,8.964201878,5.643583725,199,7.91,3.19,0.725,0.444115536,17.80452769,1.024,1,2022,19.017,25,14.70470064
Fortescue Bay,-43.1399,147.9676,5,28/02/2022,7/03/2022,7,1,3,Centrostephanus rodgersii,102,54,293,194.8,54.2,22.4,3.27,12.8,18.49829352,7.645051195,284.2,7.28,0.43,0.873428571,0.514936209,17.82610629,1.154,2,2022,19.051,59,13.19902249
Fortescue Bay,-43.1399,147.9676,5,28/02/2022,7/03/2022,7,1,4,Centrostephanus rodgersii,102,59,364.7,213.2,85.1,17.9,2.21,16.2,23.33424733,4.90814368,332.4,8.17,0.32,1.016285714,0.610563863,17.82610629,1.154,2,2022,19.051,59,13.19902249
Fortescue Bay,-43.1399,147.9676,5,28/02/2022,7/03/2022,7,1,9,Centrostephanus rodgersii,92.5,50,321.3,233.3,50.3,19,2.64,14,15.65515095,5.913476502,316.6,8.8,0.56,1.072,0.693614377,17.82610629,1.154,2,2022,19.051,59,13.19902249
Fortescue Bay,-43.1399,147.9676,5,28/02/2022,7/03/2022,7,1,11,Centrostephanus rodgersii,98,43.5,310.1,203.6,46.4,24.8,3.44,19.5,14.96291519,7.997420187,294.3,6.8,1.01,0.722,0.351269488,17.82610629,1.154,2,2022,19.051,59,13.19902249
Fortescue Bay,-43.1399,147.9676,5,28/02/2022,7/03/2022,7,2,2,Centrostephanus rodgersii,93.5,42,248.2,165.9,40.6,18.9,2.53,11.8,16.35777599,7.614826753,237.2,10.17,2.46,0.996285714,0.673595386,17.82610629,1.154,2,2022,19.051,59,13.19902249
Fortescue Bay,-43.1399,147.9676,5,28/02/2022,7/03/2022,7,2,3,Centrostephanus rodgersii,92,42,212.6,138.6,33.2,19.4,3.08,13.8,15.61618062,9.125117592,205,8.83,0.79,1.043428571,0.75414208,17.82610629,1.154,2,2022,19.051,59,13.19902249
Fortescue Bay,-43.1399,147.9676,5,28/02/2022,7/03/2022,7,2,4,Centrostephanus rodgersii,90,43,257.2,180.3,48.1,14.4,2.22,10,18.70139969,5.598755832,252.8,8.83,0.4,1.099142857,0.768767496,17.82610629,1.154,2,2022,19.051,59,13.19902249
Fortescue Bay,-43.1399,147.9676,5,28/02/2022,7/03/2022,7,2,9,Centrostephanus rodgersii,117,52.5,422.1,282.2,74.7,28.5,4.33,18.9,17.69722814,6.751954513,404.3,8.92,6.09,0.299142857,-0.13811541,17.82610629,1.154,2,2022,19.051,59,13.19902249
Fortescue Bay,-43.1399,147.9676,5,28/02/2022,7/03/2022,7,3,4,Centrostephanus rodgersii,84,43,159.7,122.8,22.9,4.8,1.02,7.7,14.33938635,3.005635567,158.2,7.64,5.56,0.192,-0.035555423,17.82610629,1.154,2,2022,19.051,59,13.19902249
Fortescue Bay,-43.1399,147.9676,5,28/02/2022,7/03/2022,7,3,9,Centrostephanus rodgersii,89,43,235.3,156.2,37.5,15,2.34,12,15.93710157,6.374840629,220.7,8.59,4.35,0.500571429,0.189396761,17.82610629,1.154,2,2022,19.051,59,13.19902249
Fortescue Bay,-43.1399,147.9676,5,28/02/2022,7/03/2022,7,3,11,Centrostephanus rodgersii,76.5,45,155.3,118.3,19.2,10,1.48,7,12.36316806,6.439150032,154.5,8.02,6.3,0.140571429,-0.080956137,17.82610629,1.154,2,2022,19.051,59,13.19902249
Fortescue Bay,-43.1399,147.9676,5,28/02/2022,7/03/2022,7,3,12,Centrostephanus rodgersii,81.5,42.5,193.4,137.5,29.7,5.2,1.13,8,15.35677353,2.688728025,180.4,8.07,6.69,0.092,-0.176864795,17.82610629,1.154,2,2022,19.051,59,13.19902249
Fortescue Bay,-43.1399,147.9676,5,28/02/2022,7/03/2022,7,4,2,Centrostephanus rodgersii,97,44,252.2,181.3,39.6,16.9,2.59,14.4,15.70182395,6.701030928,252.2,8.95,5.73,0.354857143,0.028717407,17.82610629,1.154,2,2022,19.051,59,13.19902249
Fortescue Bay,-43.1399,147.9676,5,28/02/2022,7/03/2022,7,4,3,Centrostephanus rodgersii,79.5,38,158.6,113.1,24,14.3,1.85,8.2,15.13240858,9.016393443,159.6,7.72,3.45,0.504857143,0.27879297,17.82610629,1.154,2,2022,19.051,59,13.19902249
Fortescue Bay,-43.1399,147.9676,5,28/02/2022,7/03/2022,7,4,8,Centrostephanus rodgersii,95,42,235.1,169.8,37.5,11,1.57,12.2,15.95065929,4.67886006,230.5,6.36,6.08,-0.065142857,-0.376134059,17.82610629,1.154,2,2022,19.051,59,13.19902249
Fortescue Bay,-43.1399,147.9676,5,28/02/2022,7/03/2022,7,4,9,Centrostephanus rodgersii,93,42,243.9,168.4,48.4,11.7,1.93,11.4,19.84419844,4.79704797,239.9,6.24,4.41,0.156285714,-0.162633943,17.82610629,1.154,2,2022,19.051,59,13.19902249
Fortescue Bay,-43.1399,147.9676,5,28/02/2022,7/03/2022,7,4,12,Centrostephanus rodgersii,92,45,200.2,143.9,34.6,12.3,1.94,10.8,17.28271728,6.143856144,201.6,7.49,2.95,0.543428571,0.267108056,17.82610629,1.154,2,2022,19.051,59,13.19902249
Fortescue Bay,-43.1399,147.9676,5,28/02/2022,7/03/2022,7,5,5,Centrostephanus rodgersii,89,38,202.8,147.1,17.7,13.4,1.89,9.6,8.727810651,6.607495069,187.8,7.27,2.38,0.593428571,0.314324072,17.82610629,1.154,2,2022,19.051,59,13.19902249
Fortescue Bay,-43.1399,147.9676,5,28/02/2022,7/03/2022,7,5,8,Centrostephanus rodgersii,87,40,192.5,143.6,18.7,18.1,2.69,8.5,9.714285714,9.402597403,188.9,7.5,1.45,0.759142857,0.49128444,17.82610629,1.154,2,2022,19.051,59,13.19902249
Fortescue Bay,-43.1399,147.9676,5,28/02/2022,7/03/2022,7,5,12,Centrostephanus rodgersii,103,46,320,210.1,28.3,22.1,3.38,14.3,8.84375,6.90625,274.8,7.91,0.2,0.996285714,0.618774823,17.82610629,1.154,2,2022,19.051,59,13.19902249
Fortescue Bay,-43.1399,147.9676,5,28/02/2022,7/03/2022,7,6,3,Centrostephanus rodgersii,93,46,236.7,162.9,44.7,9.3,1.61,13.2,18.88466413,3.929024081,230.1,7.34,7.21,-0.086571429,-0.399026007,17.82610629,1.154,2,2022,19.051,59,13.19902249
Fortescue Bay,-43.1399,147.9676,5,28/02/2022,7/03/2022,7,6,5,Centrostephanus rodgersii,91,46,232.1,154.7,37.9,23.9,2.92,12.5,16.32916846,10.29728565,229,7.18,6.46,-0.002285714,-0.310506041,17.82610629,1.154,2,2022,19.051,59,13.19902249
Fortescue Bay,-43.1399,147.9676,5,28/02/2022,7/03/2022,7,6,6,Centrostephanus rodgersii,88,46,213.3,139,43.3,18.3,2.47,11.5,20.30004688,8.579465541,212.1,7.75,2.13,0.697714286,0.407718571,17.82610629,1.154,2,2022,19.051,59,13.19902249
Fortescue Bay,-43.1399,147.9676,5,28/02/2022,7/03/2022,7,6,7,Centrostephanus rodgersii,85,42,180.2,121.1,28.8,18.1,2.36,8.7,15.98224195,10.04439512,176.7,7.1,2.95,0.487714286,0.234101969,17.82610629,1.154,2,2022,19.051,59,13.19902249
Fortescue Bay,-43.1399,147.9676,5,28/02/2022,7/03/2022,7,6,10,Centrostephanus rodgersii,91,45,219.4,148,44.5,14.5,2.29,12.1,20.28258888,6.608933455,219.1,7.54,5.05,0.250571429,-0.045507937,17.82610629,1.154,2,2022,19.051,59,13.19902249
Fortescue Bay,-43.1399,147.9676,5,5/04/2022,11/04/2022,6,1,1,Centrostephanus rodgersii,99,47,285.2,183.8,38.6,15.4,2.43,15.7,13.53436185,5.399719495,253.5,9.7,9.69,0.054666667,-0.298004189,18.04727856,1.16,4,2022,19.087,95,11.42937808
Fortescue Bay,-43.1399,147.9676,5,5/04/2022,11/04/2022,6,1,5,Centrostephanus rodgersii,99,46,238,160.1,45.8,19.4,2.93,11.7,19.24369748,8.151260504,237,8.61,1.99,1.156333333,0.842697026,18.04727856,1.16,4,2022,19.087,95,11.42937808
Fortescue Bay,-43.1399,147.9676,5,5/04/2022,11/04/2022,6,1,7,Centrostephanus rodgersii,81,35,167.3,126.3,19.2,13.6,1.93,9,11.47638972,8.129109384,168.1,8.15,6.79,0.279666667,0.04208042,18.04727856,1.16,4,2022,19.087,95,11.42937808
Fortescue Bay,-43.1399,147.9676,5,5/04/2022,11/04/2022,6,1,8,Centrostephanus rodgersii,101,50,292.4,190.9,55.2,19.9,2.55,15.3,18.87824897,6.805745554,281.3,8.99,3.27,1.006333333,0.648283245,18.04727856,1.16,4,2022,19.087,95,11.42937808
Fortescue Bay,-43.1399,147.9676,5,5/04/2022,11/04/2022,6,2,4,Centrostephanus rodgersii,94,40,245.3,163.6,47,12.5,1.69,12.2,19.16021199,5.09580106,235.3,8.63,4.62,0.721333333,0.401178767,18.04727856,1.16,4,2022,19.087,95,11.42937808
Fortescue Bay,-43.1399,147.9676,5,5/04/2022,11/04/2022,6,2,6,Centrostephanus rodgersii,113,52,416.6,269.1,51.6,30.1,4.21,18.2,12.38598176,7.225156025,369,9.74,3.09,1.161333333,0.72690486,18.04727856,1.16,4,2022,19.087,95,11.42937808
Fortescue Bay,-43.1399,147.9676,5,5/04/2022,11/04/2022,6,2,8,Centrostephanus rodgersii,87,39,213.2,152.6,33.2,10.1,1.48,11.5,15.57223265,4.737335835,207.4,8.33,3.25,0.899666667,0.609772127,18.04727856,1.16,4,2022,19.087,95,11.42937808
Fortescue Bay,-43.1399,147.9676,5,5/04/2022,11/04/2022,6,2,9,Centrostephanus rodgersii,86,40,194.8,130.7,24.6,13.5,1.72,11.9,12.62833676,6.930184805,180.7,11.37,6.46,0.871333333,0.600912333,18.04727856,1.16,4,2022,19.087,95,11.42937808
Fortescue Bay,-43.1399,147.9676,5,5/04/2022,11/04/2022,6,2,10,Centrostephanus rodgersii,85,40,195.8,134.5,35.4,8.6,1.23,9.4,18.07967314,4.392236977,187.9,9.4,5.59,0.688,0.416474256,18.04727856,1.16,4,2022,19.087,95,11.42937808
Fortescue Bay,-43.1399,147.9676,5,5/04/2022,11/04/2022,6,3,4,Centrostephanus rodgersii,80,37.5,167.5,118,23.1,13.3,2.03,9.9,13.79104478,7.940298507,164.3,7.53,2.48,0.894666667,0.656822648,18.04727856,1.16,4,2022,19.087,95,11.42937808
Fortescue Bay,-43.1399,147.9676,5,5/04/2022,11/04/2022,6,3,7,Centrostephanus rodgersii,82,37,190.3,136.9,25,12.2,1.49,11.1,13.13715187,6.41093011,185.2,9.76,8.23,0.308,0.042621562,18.04727856,1.16,4,2022,19.087,95,11.42937808
Fortescue Bay,-43.1399,147.9676,5,5/04/2022,11/04/2022,6,3,8,Centrostephanus rodgersii,94,42,228.5,163.8,27.1,16.7,3.09,13.6,11.85995624,7.308533917,221.2,10.44,10.7,0.009666667,-0.295180943,18.04727856,1.16,4,2022,19.087,95,11.42937808
Fortescue Bay,-43.1399,147.9676,5,5/04/2022,11/04/2022,6,3,12,Centrostephanus rodgersii,89,39,188.9,133.1,16.7,18.8,2.78,10.1,8.840656432,9.952355744,178.7,11.84,10.26,0.316333333,0.052548036,18.04727856,1.16,4,2022,19.087,95,11.42937808
Fortescue Bay,-43.1399,147.9676,5,5/04/2022,11/04/2022,6,4,3,Centrostephanus rodgersii,81,35,162.9,112.3,24.8,8.3,1.17,8.9,15.22406384,5.095150399,154.3,9.22,6.02,0.586333333,0.354497431,18.04727856,1.16,4,2022,19.087,95,11.42937808
Fortescue Bay,-43.1399,147.9676,5,5/04/2022,11/04/2022,6,4,4,Centrostephanus rodgersii,94,42,256.6,167.7,54,13.8,1.72,13.3,21.04442712,5.378020265,248.8,9.04,2.22,1.189666667,0.859795212,18.04727856,1.16,4,2022,19.087,95,11.42937808
Fortescue Bay,-43.1399,147.9676,5,5/04/2022,11/04/2022,6,4,8,Centrostephanus rodgersii,74,31,167.1,97,15.4,6.5,0.88,7,9.2160383,3.889886296,125.9,8.95,6.18,0.514666667,0.277338502,18.04727856,1.16,4,2022,19.087,95,11.42937808
Fortescue Bay,-43.1399,147.9676,5,5/04/2022,11/04/2022,6,4,12,Centrostephanus rodgersii,83,37,172.4,127.9,22.1,9.5,1.29,10.9,12.81902552,5.510440835,170.4,7.41,6.12,0.268,0.023934876,18.04727856,1.16,4,2022,19.087,95,11.42937808
Fortescue Bay,-43.1399,147.9676,5,5/04/2022,11/04/2022,6,5,1,Centrostephanus rodgersii,104,48,319.1,211.2,60.2,12.9,2.37,18.3,18.86555939,4.042619868,302.6,6.91,0.59,1.106333333,0.729430111,18.04727856,1.16,4,2022,19.087,95,11.42937808
Fortescue Bay,-43.1399,147.9676,5,5/04/2022,11/04/2022,6,5,2,Centrostephanus rodgersii,86,40,209.7,140.5,31.3,13.1,1.59,12.7,14.92608488,6.247019552,197.6,7.88,4.44,0.626333333,0.340010147,18.04727856,1.16,4,2022,19.087,95,11.42937808
Fortescue Bay,-43.1399,147.9676,5,5/04/2022,11/04/2022,6,5,5,Centrostephanus rodgersii,111,51,377.8,230.7,53.5,31.4,4.75,22,14.16093171,8.311275807,337.6,9.09,1.14,1.378,0.964664156,18.04727856,1.16,4,2022,19.087,95,11.42937808
Fortescue Bay,-43.1399,147.9676,5,5/04/2022,11/04/2022,6,5,8,Centrostephanus rodgersii,90,39,220.2,153.5,40.2,12.5,2.2,10.3,18.25613079,5.676657584,216.5,9.91,9.81,0.069666667,-0.22719798,18.04727856,1.16,4,2022,19.087,95,11.42937808
Fortescue Bay,-43.1399,147.9676,5,5/04/2022,11/04/2022,6,5,11,Centrostephanus rodgersii,121,55,445,284,99.8,22.1,3.82,23.9,22.42696629,4.966292135,429.8,9.01,9.58,-0.042,-0.490657086,18.04727856,1.16,4,2022,19.087,95,11.42937808
Fortescue Bay,-43.1399,147.9676,5,5/04/2022,11/04/2022,6,6,1,Centrostephanus rodgersii,88,45,266,176.5,42.6,14.8,1.95,10.6,16.01503759,5.563909774,244.5,7.53,2.45,0.899666667,0.56203278,18.04727856,1.16,4,2022,19.087,95,11.42937808
Fortescue Bay,-43.1399,147.9676,5,5/04/2022,11/04/2022,6,6,7,Centrostephanus rodgersii,63,29,87.2,64.3,4.8,9.4,0.96,5.2,5.504587156,10.77981651,83.7,8.56,6.32,0.426333333,0.329330195,18.04727856,1.16,4,2022,19.087,95,11.42937808
Fortescue Bay,-43.1399,147.9676,5,5/04/2022,11/04/2022,6,6,8,Centrostephanus rodgersii,79,36,196.4,133.3,17.6,19.6,2.67,8.2,8.961303462,9.979633401,178.7,9.77,8.02,0.344666667,0.072480782,18.04727856,1.16,4,2022,19.087,95,11.42937808
Fortescue Bay,-43.1399,147.9676,5,9/05/2022,16/05/2022,7,1,3,Centrostephanus rodgersii,94,45,309.2,187,53.2,21.5,3.04,15.4,17.20569211,6.953428202,277.1,7.08,5.2,0.226142857,-0.143960558,16.24088384,1.378,5,2022,19.121,129,9.925474078
Fortescue Bay,-43.1399,147.9676,5,9/05/2022,16/05/2022,7,1,4,Centrostephanus rodgersii,105,50,361.5,228.1,72.5,21,2.9,14.8,20.05532503,5.809128631,336.4,7.79,6.79,0.100428571,-0.303391811,16.24088384,1.378,5,2022,19.121,129,9.925474078
Fortescue Bay,-43.1399,147.9676,5,9/05/2022,16/05/2022,7,1,11,Centrostephanus rodgersii,100,52,355.7,233.4,53.3,15.7,2.59,15.2,14.98453753,4.413831881,317.6,7.4,4.72,0.340428571,-0.059902098,16.24088384,1.378,5,2022,19.121,129,9.925474078
Fortescue Bay,-43.1399,147.9676,5,9/05/2022,16/05/2022,7,1,12,Centrostephanus rodgersii,81,41,233.3,159.5,34.5,11.5,1.58,9.8,14.78782683,4.929275611,215.3,5.74,1.97,0.496142857,0.186809906,16.24088384,1.378,5,2022,19.121,129,9.925474078
Fortescue Bay,-43.1399,147.9676,5,9/05/2022,16/05/2022,7,2,1,Centrostephanus rodgersii,111,48,418,254.8,47.8,12,2.12,15.6,11.4354067,2.870813397,330.2,6.48,4.78,0.200428571,-0.234723742,16.24088384,1.378,5,2022,19.121,129,9.925474078
Fortescue Bay,-43.1399,147.9676,5,9/05/2022,16/05/2022,7,2,2,Centrostephanus rodgersii,94,44,286,187,52.7,23,3.11,14.7,18.42657343,8.041958042,277.4,6.66,0.55,0.830428571,0.477153357,16.24088384,1.378,5,2022,19.121,129,9.925474078
Fortescue Bay,-43.1399,147.9676,5,9/05/2022,16/05/2022,7,2,3,Centrostephanus rodgersii,94,44,294,184,68.7,9.5,1.49,11.3,23.36734694,3.231292517,273.5,6.4,3.78,0.331857143,-0.027370334,16.24088384,1.378,5,2022,19.121,129,9.925474078
Fortescue Bay,-43.1399,147.9676,5,9/05/2022,16/05/2022,7,2,5,Centrostephanus rodgersii,94,45,330.5,193.1,61.1,26.3,4.04,20.5,18.4871407,7.957639939,301,6.24,1.38,0.651857143,0.267380432,16.24088384,1.378,5,2022,19.121,129,9.925474078
Fortescue Bay,-43.1399,147.9676,5,9/05/2022,16/05/2022,7,2,6,Centrostephanus rodgersii,85,36,243,150.4,46.9,13.1,1.72,8.3,19.30041152,5.390946502,218.7,8.05,2.2,0.793285714,0.475163677,16.24088384,1.378,5,2022,19.121,129,9.925474078
Fortescue Bay,-43.1399,147.9676,5,9/05/2022,16/05/2022,7,3,7,Centrostephanus rodgersii,112,51,477.8,290.9,106.7,26.8,4.17,18.4,22.33151946,5.60904144,442.8,6.49,4.75,0.206142857,-0.257858341,16.24088384,1.378,5,2022,19.121,129,9.925474078
Fortescue Bay,-43.1399,147.9676,5,9/05/2022,16/05/2022,7,3,9,Centrostephanus rodgersii,84,36,222.5,145.7,22.5,12.8,2.26,11.8,10.11235955,5.752808989,192.8,5.99,3.02,0.381857143,0.082750604,16.24088384,1.378,5,2022,19.121,129,9.925474078
Fortescue Bay,-43.1399,147.9676,5,9/05/2022,16/05/2022,7,3,10,Centrostephanus rodgersii,76,30,151.3,108.8,11,11.1,1.47,7.2,7.27032386,7.336417713,138.1,8.38,5.6,0.354714286,0.138816676,16.24088384,1.378,5,2022,19.121,129,9.925474078
Fortescue Bay,-43.1399,147.9676,5,9/05/2022,16/05/2022,7,3,11,Centrostephanus rodgersii,119,57,496.7,296.2,114.7,21.1,3.79,23,23.09240991,4.248037044,455,7.15,6.08,0.110428571,-0.361942656,16.24088384,1.378,5,2022,19.121,129,9.925474078
Fortescue Bay,-43.1399,147.9676,5,9/05/2022,16/05/2022,7,3,12,Centrostephanus rodgersii,99,51,402.5,268.3,43.2,21.1,2.86,22.6,10.73291925,5.242236025,355.2,7.95,4.2,0.493285714,0.066286023,16.24088384,1.378,5,2022,19.121,129,9.925474078
Fortescue Bay,-43.1399,147.9676,5,9/05/2022,16/05/2022,7,4,3,Centrostephanus rodgersii,101,48,312.9,187,62,21.1,3.6,16.5,19.81463726,6.743368488,286.6,7.11,3.17,0.520428571,0.147758669,16.24088384,1.378,5,2022,19.121,129,9.925474078
Fortescue Bay,-43.1399,147.9676,5,9/05/2022,16/05/2022,7,4,5,Centrostephanus rodgersii,93,50,282.5,186.9,50.7,8.2,1.39,12,17.94690265,2.902654867,257.8,6.36,4.65,0.201857143,-0.148761414,16.24088384,1.378,5,2022,19.121,129,9.925474078
Fortescue Bay,-43.1399,147.9676,5,9/05/2022,16/05/2022,7,4,6,Centrostephanus rodgersii,98,50,375.5,222.1,79.7,24.7,3.82,17.6,21.22503329,6.577896138,344.1,6.42,4.5,0.231857143,-0.180161191,16.24088384,1.378,5,2022,19.121,129,9.925474078
Fortescue Bay,-43.1399,147.9676,5,9/05/2022,16/05/2022,7,4,10,Centrostephanus rodgersii,90,40,235.3,144.1,55.9,8.9,1.64,10.1,23.75690608,3.78240544,219,6.9,6.88,-0.039571429,-0.350746096,16.24088384,1.378,5,2022,19.121,129,9.925474078
Fortescue Bay,-43.1399,147.9676,5,9/05/2022,16/05/2022,7,4,11,Centrostephanus rodgersii,90,40,256.3,162.9,50.2,8.7,1.73,13.4,19.58642216,3.394459618,235.2,6.75,5.13,0.189,-0.140619059,16.24088384,1.378,5,2022,19.121,129,9.925474078
Fortescue Bay,-43.1399,147.9676,5,9/05/2022,16/05/2022,7,5,1,Centrostephanus rodgersii,90,38,245.4,143.8,45.9,13.5,3.04,14.2,18.70415648,5.501222494,217.4,7.6,7.65,-0.049571429,-0.369813933,16.24088384,1.378,5,2022,19.121,129,9.925474078
Fortescue Bay,-43.1399,147.9676,5,9/05/2022,16/05/2022,7,5,2,Centrostephanus rodgersii,82,36,201.8,137.6,25.7,13.1,2.32,8.2,12.73538157,6.491575818,184.6,7.24,6.92,0.003285714,-0.274752269,16.24088384,1.378,5,2022,19.121,129,9.925474078
Fortescue Bay,-43.1399,147.9676,5,9/05/2022,16/05/2022,7,5,5,Centrostephanus rodgersii,85,35,234.2,142.2,35.8,8.8,1.42,10.1,15.28608027,3.757472246,196.9,7.66,5.51,0.264714286,-0.045449384,16.24088384,1.378,5,2022,19.121,129,9.925474078
Fortescue Bay,-43.1399,147.9676,5,9/05/2022,16/05/2022,7,5,7,Centrostephanus rodgersii,92,41,277.2,188.5,36.6,11.6,1.98,14.9,13.2034632,4.184704185,251.6,5.02,4.65,0.010428571,-0.336103724,16.24088384,1.378,5,2022,19.121,129,9.925474078
Fortescue Bay,-43.1399,147.9676,5,9/05/2022,16/05/2022,7,5,9,Centrostephanus rodgersii,96,50,359.8,201.7,69.3,21.9,3.51,13,19.26070039,6.086714842,305.9,5.7,5.53,-0.018142857,-0.420946227,16.24088384,1.378,5,2022,19.121,129,9.925474078
Fortescue Bay,-43.1399,147.9676,5,9/05/2022,16/05/2022,7,6,3,Centrostephanus rodgersii,93,44,270.1,172.1,54.9,6.9,1.15,13.2,20.32580526,2.554609404,247.1,6.92,4.98,0.234714286,-0.106219792,16.24088384,1.378,5,2022,19.121,129,9.925474078
Fortescue Bay,-43.1399,147.9676,5,9/05/2022,16/05/2022,7,6,4,Centrostephanus rodgersii,77,37,179.6,112.2,25.6,4.4,0.72,10.9,14.25389755,2.449888641,153.1,6.67,6.18,0.027571429,-0.225321302,16.24088384,1.378,5,2022,19.121,129,9.925474078
Fortescue Bay,-43.1399,147.9676,5,9/05/2022,16/05/2022,7,6,5,Centrostephanus rodgersii,79,38,184.3,128.9,20.5,8.4,1.34,9.1,11.12316875,4.557786218,166.9,7.24,5.94,0.143285714,-0.115180574,16.24088384,1.378,5,2022,19.121,129,9.925474078
Fortescue Bay,-43.1399,147.9676,5,9/05/2022,16/05/2022,7,6,11,Centrostephanus rodgersii,92,39,246.5,151.5,55,7.6,1.18,13.7,22.31237323,3.0831643,227.8,5.7,5.87,-0.066714286,-0.38792175,16.24088384,1.378,5,2022,19.121,129,9.925474078
Fortescue Bay,-43.1399,147.9676,5,9/05/2022,16/05/2022,7,6,12,Centrostephanus rodgersii,83,41,229.1,142.8,47.9,8.9,1.39,13,20.90790048,3.884766478,212.6,5.89,5.85,-0.036714286,-0.342127689,16.24088384,1.378,5,2022,19.121,129,9.925474078
Fortescue Bay,-43.1399,147.9676,5,23/06/2022,28/06/2022,5,1,3,Centrostephanus rodgersii,79,31,205.1,151.5,30.9,5.1,0.57,9.9,15.06582155,2.486591906,197.4,6.24,5.66,0.12116,-0.160377663,12.945086,1.646,6,2022,19.166,174,8.98334601
Fortescue Bay,-43.1399,147.9676,5,23/06/2022,28/06/2022,5,1,6,Centrostephanus rodgersii,111,47,376.8,259.4,69.7,17.4,2.83,24,18.49787686,4.617834395,370.5,8.64,8.47,0.03916,-0.373604002,12.945086,1.646,6,2022,19.166,174,8.98334601
Fortescue Bay,-43.1399,147.9676,5,23/06/2022,28/06/2022,5,1,7,Centrostephanus rodgersii,81,34,292.8,182,42.7,8,1.13,11.8,14.58333333,2.732240437,244.5,6.79,7.54,-0.14484,-0.503185039,12.945086,1.646,6,2022,19.166,174,8.98334601
Fortescue Bay,-43.1399,147.9676,5,23/06/2022,28/06/2022,5,1,10,Centrostephanus rodgersii,79,37,205.7,143.7,31.7,8.2,1.3,10.4,15.41079242,3.986387944,194,6.66,6.24,0.08916,-0.193007914,12.945086,1.646,6,2022,19.166,174,8.98334601
Fortescue Bay,-43.1399,147.9676,5,23/06/2022,28/06/2022,5,1,11,Centrostephanus rodgersii,85,38,305.4,173.3,66.7,2.6,-0.28,14.8,21.84020956,0.851342502,257.4,6.66,6.59,0.01916,-0.348275395,12.945086,1.646,6,2022,19.166,174,8.98334601
Fortescue Bay,-43.1399,147.9676,5,23/06/2022,28/06/2022,5,2,5,Centrostephanus rodgersii,100,43,403.7,251.7,67.9,8.5,1.01,14.8,16.81942036,2.105523904,342.9,6.82,5.54,0.26116,-0.166481981,12.945086,1.646,6,2022,19.166,174,8.98334601
Fortescue Bay,-43.1399,147.9676,5,23/06/2022,28/06/2022,5,2,6,Centrostephanus rodgersii,86,33,207.2,149.8,40.5,3.1,0.24,11.2,19.54633205,1.496138996,204.6,6.16,6.08,0.02116,-0.262575535,12.945086,1.646,6,2022,19.166,174,8.98334601
Fortescue Bay,-43.1399,147.9676,5,23/06/2022,28/06/2022,5,2,9,Centrostephanus rodgersii,109,49,459.2,263.8,69.7,22.9,2.8,23.8,15.17857143,4.986933798,380.2,6.32,5.2,0.22916,-0.226274313,12.945086,1.646,6,2022,19.166,174,8.98334601
