"","Datetime","Site","Temp","Longitude","Latitude"
"349",2023-02-10 01:09:53,"Sawtell",24.88,153.108782,-30.375104
"350",2023-02-10 01:19:53,"Sawtell",24.84,153.108782,-30.375104
"351",2023-02-10 01:29:53,"Sawtell",24.88,153.108782,-30.375104
"352",2023-02-10 01:39:53,"Sawtell",24.84,153.108782,-30.375104
"353",2023-02-10 01:49:53,"Sawtell",24.84,153.108782,-30.375104
"354",2023-02-10 01:59:53,"Sawtell",24.88,153.108782,-30.375104
"355",2023-02-10 02:09:53,"Sawtell",24.84,153.108782,-30.375104
"356",2023-02-10 02:19:53,"Sawtell",24.84,153.108782,-30.375104
"357",2023-02-10 02:29:53,"Sawtell",24.84,153.108782,-30.375104
"358",2023-02-10 02:39:53,"Sawtell",24.84,153.108782,-30.375104
"359",2023-02-10 02:49:53,"Sawtell",24.84,153.108782,-30.375104
"360",2023-02-10 02:59:53,"Sawtell",24.84,153.108782,-30.375104
"361",2023-02-10 03:09:53,"Sawtell",24.84,153.108782,-30.375104
"362",2023-02-10 03:19:53,"Sawtell",24.79,153.108782,-30.375104
"363",2023-02-10 03:29:53,"Sawtell",24.79,153.108782,-30.375104
"364",2023-02-10 03:39:53,"Sawtell",24.79,153.108782,-30.375104
"365",2023-02-10 03:49:53,"Sawtell",24.79,153.108782,-30.375104
